"","Entity","Records_Lost","Year","Full_Story","Sector","Data_Sensitivity","Malware","Lost_or_Stolen_Device","Intentional_Data_Leak","Web_Based_Attack","Network_Based_Attack","Not_Enough_Info","State_Sponsored","Poor_Security_Practices","Method"
"152","Neiman Marcus","1,100,000","2014","Neiman Marcus Data Breach Worse Than First Said
The theft of consumer data from Neiman Marcus appears far deeper than had been disclosed originally, with the luxury retailer now saying that hackers invaded its systems for several months in a breach that involved 1.1 million credit and debit cards.

The malware installed on terminals in Neiman Marcus stores seems to be the same malware that infiltrated Target’s systems and exposed information from as many as 110 million customers, according to a person briefed on the investigations who spoke on the condition of anonymity and is not authorized to speak publicly about the attacks.

Investigators have not revealed whether the same cybercriminals are suspected in both breaches, although investigators and security specialists have described a loose band of hackers from Eastern Europe as the likeliest suspects in the Target theft. Security specialists working with the authorities have said that the hackers were considering several major retailers as potential targets.

In a statement posted on its website Wednesday night, Neiman Marcus said that the malware had been “clandestinely” put into its system and had stolen payment data off cards used from July 16 to Oct. 30. MasterCard, Visa and Discover have told the company that about 2,400 cards used at Neiman Marcus and its Last Call outlet stores have since been used fraudulently.

Subscribe to With Interest
Catch up and prep for the week ahead with this newsletter of the most important business insights, delivered Sundays.

SIGN UP
The Neiman Marcus Group, which also owns Bergdorf Goodman, has said it was not aware of the data theft until mid-December, when a payment processor reported that unauthorized charges were showing up on cards used at its stores. It now plans to notify all customers who shopped in those stores from January 2013 to this month — and for whom the company has a mailing or email address. Like Target, it said it would offer those shoppers one free year of credit monitoring.

In the instances of widespread data theft at Target and Neiman Marcus, the malware was designed to hook into cash registers to monitor the credit card authorization process. Before a transaction can be authorized, credit card data is momentarily decrypted and stored in memory. Called RAM-scraping malware, it is built to scrape that unencrypted data from memory and steal it, according to a private report issued by iSight Partners, which is working with the Department of Homeland Security to investigate the retail attacks. 

You have 4 free articles remaining.
Subscribe to the Times
The data thefts have reignited a push for more secure credit and debit cards, similar to those used in Europe and elsewhere, and have prompted some congressional committees and senators to renew calls for tougher consumer protections.


ImageKaren Katz, chief executive of Neiman Marcus Group.
Karen Katz, chief executive of Neiman Marcus Group.
Credit...Victor J. Blue for The New York Times
In addition to an investigation of the breach by the Secret Service, the Justice Department and several state attorneys general, the Senate Judiciary Committee has asked Target for documents related to its cybersecurity efforts and the malware used in the attack. Target’s chief financial officer, John J. Mulligan, will be the first witness to appear before the committee at a hearing on Feb. 4. Federal authorities also are expected to testify.

Editors’ Picks

She Hung Nooses on Halloween. What Happened Next Was Surprising.

He’s Never Going to Put Away That Shirt

This Mexican Village’s Embroidery Designs Are Admired (and Appropriated) Globally
Since the Target breach in November, the attention of retailers and the card industry has turned to EMV technology, named for its founders, Eurocard, MasterCard and Visa. Cards using the technology have a small chip embedded that creates a new code for each transaction, making it nearly impossible to counterfeit the cards in the way that has happened since card numbers were stolen from Target.  
“EMV wouldn’t have stopped it, but it would have helped minimize the impact after the event,” according to Don Tait, an analyst at IHS.  
The United States is one of the last countries to move toward the technology. In Europe, 81 percent of the cards have EMV chips, according to the consulting firm Celent. Countries that have adopted the technology have seen a sharp decline in credit card fraud. In Britain the amount of fraud per transaction has dropped 57 percent since 2002. Meanwhile, fraud has risen sharply in the United States, some 70 percent between 2004 and 2010, Celent information shows.

While the United States accounts for only 27 percent of the credit card transactions in the world, it is responsible for 47 percent of card fraud, according to data from the Nilson Report, a newsletter about the payment industry.

“The rest of the world is onto new technology, and we’re still using magnetic stripe technology that was used for eight track tape players in the 1960s,” Chris McWilton, a MasterCard executive, said on Thursday. “No wonder the fraudsters have found us.”

The United States has not moved faster because retailers and card issuers have worried that the cost of adopting the technology, usually estimated at $15 billion to $30 billion, would be more than the cost of the fraud it prevented. Even with increasing fraud in the United States, it has only cost about 5 cents for every $100 of credit card use.  
The main proponents of change have been the major card companies. Visa, MasterCard and American Express have all said that American retailers need to install hardware that can read EMV cards by October 2015. Any retailers that do not, and have data stolen, will be liable for the costs of any fraud.

In the last year, retailers complained frequently about the costs of shifting to another technology. In October, a Visa executive hinted that the company was listening to the retailers and considering revising its schedule. Regulatory changes, meanwhile, have muddied the waters of how chip technology could be applied uniformly.  

ImageThe Manhattan store of Bergdorf Goodman, which is owned by Neiman Marcus. The company said it would notify customers who shopped in its stores from January 2013 to January 2014.
The Manhattan store of Bergdorf Goodman, which is owned by Neiman Marcus. The company said it would notify customers who shopped in its stores from January 2013 to January 2014.Credit...Jennifer S. Altman for The New York Times
“There was a clear apathy in the industry,” said Zilvinas Bareisis, a card analyst at Celent, said of the retailers’ reluctance.

But now, many players, including the Target chief executive Gregg W. Steinhafel, have talked about the importance of moving to EMV. In a letter this month, MasterCard told its clients it was recommitting itself to making the transition happen by 2015.  
“It’s been a wake-up call,” Mr. McWilton said in an interview. “There were a lot of naysayers and people satisfied with the status quo. Now, I think, people have woke up and said, ‘If you don’t have the public trust, you don’t have the business.’ ”  
Investors are betting that the revived interest in new technology will lead to changes. The stock of companies that would manufacture some of the new technology has been pushed up since the Target breach. Verifone, the most prominent manufacturer of payment hardware, is up 27 percent over the last month.

But card issuers have been careful to point out that cards with chips will not stamp out all fraud. The chips do not prevent card numbers for being used fraudulently online, and in Britain that sort of crime has risen even while overall fraud has dropped. On that front, many financial firms have been pushing the idea of tokenization, which creates a new code for each transaction, making it hard to use the same card repeatedly. Mr. Bareisis said it could be a problem if the United States adopted only one part of the antifraud technology available.

Recently, smaller instances of customer data theft have surfaced at other retailers, as well.

Nordstrom said it found skimming devices on 10 registers at a store in Miami in October, which stripped information like account numbers and expiration dates off cards. (A company spokeswoman said that the attack appeared to have been confined to just those machines and that the company had no evidence its system was breached.) And this week, Easton-Bell Sports said 6,000 people who shopped at its online store in December had their information compromised, including names, email addresses, credit card numbers or card security codes.

Criminal demand for the kind of point-of-sale malware used in the attacks on Target and Neiman Marcus has been steadily growing. Security specialists say cybercriminals will post advertisements on online freelancing sites looking for help in developing point-of-sale malware. Last July, on a popular freelancing site, security researchers at iSight Partners found that more than 20 percent of all ads appeared to be from criminals looking to hire hackers with expertise in point-of-sale systems.

And hackers that have expertise in point-of-sale systems have been increasing their rates. Early in 2010, hackers were charging $425 to $2,500 for point-of-sale malware projects. By the end of the year, their rates had spiked to $6,500, according to a report prepared by iSight Partners

Though most point-of-sale malware developers are based in Eastern Europe, security researchers say that cybercriminals in Brazil have been developing and using point-of-sale malware since at least 2009.

","retail","2",1,0,0,0,0,0,0,0,"Malware"
"153","AOL","2,400,000","2014","You've Got Hacked: AOL Confirms 'Significant Number' of Mail Users Hit
AOL has released more details about a major hack of AOL Mail this month, in which users' accounts were compromised to send out spam messages.

The company is still investigating the breach, but AOL confirmed in a company blog post Monday that ""there was unauthorized access to information regarding a significant number of user accounts.""

Thankfully, no financial details appear to be affected. But hackers did access a trove of personal data including AOL users' email addresses, mailing addresses, contacts, encrypted passwords, encrypted answers to security questions used for resetting passwords, and some employee information.

Spammers used that information to send ""spoofed"" emails -- messages that appear to be from a valid address or trusted contact, but are not actually from those contacts -- from about 2 percent all AOL Mail accounts, the company said.

AOL is notifying users who may have been affected, the company said Monday, and it is working with law enforcement ""to investigate this serious criminal activity.""

Customer complaints about the spoofing began popping up early last week, including on Twitter with the hashtag #aolhacked.

AOL posted a warning on April 22 about the attack, and stated that it would change its policy ""to help mail providers reject email messages that are sent using forged AOL Mail addresses.""

AOL Mail takes action against email spoofing! http://t.co/syCPd13gY1

— aolmailhelp (@aolmailhelp) April 23, 2014
AOL's official support Twitter account has spent the week tweeting apologies and statements to disgruntled customers, but even some longtime AOL diehards couldn't be mollified.

Others used the incident to take potshots at AOL as the email of choice for the non-techy set.

#AOLHacked so everyone check with your boss's boss, grandparents, and elderly friends.

— Ryan Williams (@ryanlwilliams) April 21, 2014
AOL wasn't the only big tech company to face a security breach this week. Microsoft is scrambling to fix a newly found bug in Internet Explorer, which leaves all versions of the browser open to potential attacks.
","tech","1",0,0,0,0,0,1,0,0,"Not_Enough_Info"
"154","Community Health Systems","4,500,000","2014","Hospital network hacked, 4.5 million records stolen
Community Health Systems, which operates 206 hospitals across the United States, announced on Monday that hackers recently broke into its computers and stole data on 4.5 million patients.
Hackers have gained access to their names, Social Security numbers, physical addresses, birthdays and telephone numbers.

Anyone who received treatment from a physician's office tied to a network-owned hospital in the last five years -- or was merely referred there by an outside doctor -- is affected.

The large data breach puts these people at heightened risk of identity fraud. That allows criminals open bank accounts and credit cards on their behalf, take out loans and ruin personal credit history.

The company's hospitals operate in 28 states but have their most significant presence in Alabama, Florida, Mississippi, Oklahoma, Pennsylvania, Tennessee and Texas.

Community Health Systems (CYH) hired cybersecurity experts at Mandiant to consult on the hack. They have determined the hackers were in China and used high-end, sophisticated malware to launch the attacks sometime in April and June this year.

The FBI said it's working closely with the hospital network and ""committing significant resources and efforts to target, disrupt, dismantle and arrest the perpetrators.""

Federal investigators and Mandiant told the hospital network those hackers have previously been spotted conducting corporate espionage, targeting valuable information about medical devices.

But this time, the hackers stole patient data instead. Hackers did not manage to steal information related to patients' medical histories, clinical operations or credit cards.

Still, the lost personal information is protected by the Health Insurance Portability and Accountability Act, the federal health records protection law. That means state attorneys general could sue for damages. Under state laws, patients themselves could sue the hospital network for negligence.

As for exposed victims protecting themselves? There's little they can do.

Shares of the publicly-traded Community Health Systems edged higher Monday morning. But the company tried to stem worries about the damages in a filing Monday with the Securities and Exchange Commission, saying that it ""carries cyber/privacy liability insurance to protect it against certain losses related to matters of this nature.""

The hospital network said that just before Monday's announcement, it managed to wipe the hackers' malware from its computer systems and implemented protections to prevent similar break-ins.

The company plans to offer identity theft protection to the 4.5 million victims of the data breach.

","healthcare","2",0,0,0,0,0,1,0,0,"Not_Enough_Info"
"155","Privatization Agency of the Republic of Serbia","5,190,396","2014","VIOLATION OF RIGHTS TO PERSONAL DATA PROTECTION OF ALMOST ALL ADULT SERBIAN CITIZENS

The Commissioner for Information of Public Importance and Personal Data Protection is conducting a supervision procedure over the implementation of the Law on Personal Data Protection (LPDP) by the Privatization Agency.

The supervision procedure was launched several days ago and it would last for some time; however it is now evident that the results of the procedure will be the most drastic confirmation of the incomprehensible, irresponsible attitude of the state towards the right to personal data protection.

A vast amount of personal data (name, surname, Personal ID Number and some other data) of almost all adult citizens of the Republic of Serbia is exposed to the risk of unauthorized processing and abuse.

Following the surveillance procedure, the Commissioner shall, as usual, inform the public about all relevant facts, institute misdemeanor proceedings against the responsible persons and require the prosecutors' offices and MoI to institute (ex officio) proceedings so as to establish criminal liability.

In this regard the Commissioner, Rodoljub Sabic, has stated the following:

""The surveillance procedure has been launched ex officio on the basis of alleged evidence obtained from social media sites and the citizens' complaints which indicated the possibility of unauthorized access to personal data held by the Privatization Agency.

The allegations have been confirmed upon investigation. Even though, for example, the data file ''Right holders' register'' has been reported by the Agency and entered in the Register maintained by the Commissioner as the ""data file maintained on a dedicated computer, which is safeguarded by the system of authorization and authentication passwords and accessed only by authorized persons"", prior to the Commissioner's intervention, anyone could have simply accessed the said data file.

Due to the volume of available information (1.22 GB) it was not possible to immediately ascertain the exact number of affected citizens, but owing to the good collaboration with the civil sector experts, and especially the ""Share Foundation"" it was ascertained that there were about 5,190,000 affected citizens.

This case should not be linked to the news of ""hacker threats"" which have been a prominent feature in the media for several days now. In the case of the ""Serbian hackers"", according to what we could observe, this was a much smaller number of personal data most probably from a data base of ''committed voters"" of a political party. In the case of the Privatization Agency we are dealing with a far greater number of data whose compromising can be laid at the door of a public authority. It is particularly worrying that in order to access and download the data held by the Agency neither hacker operations nor special knowledge were required, one could have done it relatively easy by using active links on the webpage of the Agency and a web search engine.

Following several warnings, which I have referred to the competent authorities, I wish to believe that at least this scandalous case would lead to a serious change of the state's attitude towards the right to personal data protection. This, among other things, necessarily implies accountability as well. I' am here referring to not only to the accountability the people in charge of the software, technical and physical data security, but particularly to the political and occupational accountability of the public officials and ""experts"" with the competent authorities, who are responsible for the development of the normative system, education and strategic approach and who have made incomprehensible omissions in this regard and ignored evident problems for a long time.""
","government","2",0,0,0,0,0,1,0,0,"Not_Enough_Info"
"156","Sony Pictures","10,000,000","2014","A Look Through The Sony Pictures Data Hack: This Is As Bad As It Gets
After sifting through almost 40GB of leaked internal data, one thing is clear: Sony Pictures appears to have suffered the most embarrassing and all-encompassing hack of internal corporate data ever made public.

The data dump, which was reviewed extensively by BuzzFeed News, includes employee criminal background checks, salary negotiations, and doctors' letters explaining the medical rationale for leaves of absence. There are spreadsheets containing the salaries of 6,800 global employees, along with Social Security numbers for 3,500 U.S. staff. And there is extensive documentation of the company's operations, ranging from the script for an unreleased pilot written by Breaking Bad creator Vince Gilligan to the results of sales meetings with local TV executives.

The documents made public this weekend, covering the company's human resources, sales, and marketing teams, among others, are just a fraction of approximately 100TB of data the hackers claim to have taken from Sony. They say it will all be made freely available online, once they figure out how to distribute such an enormous amount of information.

A Sony Pictures spokesperson declined to comment on the specifics of the data released, but shared a brief statement saying the company ""continues to work through issues related to what was clearly a cyber attack last week."" Sony is ""working closely with law enforcement officials to investigate the matter,"" it said.

The hackers, who call themselves the Guardians of Peace, took credit for the attack this weekend, emailing members of the media with links to download dozens of compressed files, each containing vast troves of data stolen from the servers of Sony Pictures. Earlier, the hackers leaked high-quality video files of five unreleased Sony films. The box office impact of that release, analysts told BuzzFeed News, probably won't be that bad. But the broader cost to Sony of this new round of leaks — to its reputation, its employee morale, and its commercial standing — seems impossible to estimate.

In a memo to employees, obtained by The Hollywood Reporter, Sony Pictures Entertainment chiefs Michael Lynton and Amy Pascal pulled no punches.

""While we are not yet sure of the full scope of information that the attackers have or might release, we unfortunately have to ask you to assume that information about you in the possession of the company might be in their possession,"" the memo said. ""While we would hope that common decency might prevent disclosure, we of course cannot assume that.""

The leak is particularly embarrassing because it comes just three and a half years after Sony and its gaming customers suffered through a three-week-long hacking nightmare that brought the company's Playstation gaming networks offline and compromised the personal and financial information of up to 25 million customers (though the company did not confirm how many accounts had financial information stolen).

In the days after the April 2011 breach, Sony enlisted three independent computer security and forensic consulting firms to assess its security infrastructure and identify the culprit of the hack, according to a letter from Sony to members of Congress. In the letter, Sony defended its decision to wait five days to admit its security had been compromised and called on the government to help make the internet safer. ""We ask the Committee to consider as well the connection between data security and the cybercrimes and cyber terrorism that threaten to make the Internet unsafe for consumers and commerce,"" the letter read.

Years after that hack, Sony Pictures still seems to have a long way to go. One of the files leaked this weekend was a Word document titled ""Passwords"" that contained an executive's computer, LotusNotes, and American Express usernames and passwords, as well as Amex credit card numbers, expiration dates, and four-digit security codes.

The roughly 40GB of company information now available online sat on company servers without encryption, with a vast majority of the sensitive personal and financial files containing no password protection. Currently, the stolen data trove is available to download, potentially placing the information in the hands of any hacker, scammer, criminal, media organization, or curious citizen who knows their way around a torrent file.

The release of such sensitive data could easily eclipse the leaking of five unreleased films, in terms of its impact on the company's bottom line. ""Financially it will cost more to clean up this mess than what they would lose at the box office,"" said a movie industry source who requested anonymity because of ties to Sony. ""Firewalls, consultants, all that stuff is expensive.""

Sony Pictures employees now face the grim prospect of extremely personal information bouncing around the internet forever. The documents lifted from company servers include email exchanges with employees regarding specific medical treatments they are undergoing, while one disciplinary letter details a manager's romantic relationship and business travel history with a subordinate. None of the names on any of the files is redacted.

In some cases, extensive stores of personal employee files — documents that have nothing to do with Sony corporate business — were included in the breach. One document swept up in the hack outlines the breastfeeding diet of a senior executive.

Leaked performance evaluations cover, sometimes in great detail, how individual employees failed to live up to the expectations of their managers. There are also detailed compensation reports for Sony's executives, including their last three years of compensation at Sony, their target bonus, actual bonus, and base salary. It also compares them to similarly situated employees in other companies and reviews their proposed contracts for the next three years.

Alongside that: salary information on almost 7,000 employees, from those on multimillion-dollar contracts to those earning less than $21,000.

Some believe the leak might have been the work of hackers backed by the North Korean government, which has expressed outrage at an upcoming Sony Pictures comedy film, The Interview, which is built around an attempt to assassinate North Korean leader Kim Jong Un. North Korean officials have previously described the unreleased film as an act of war, and in a letter to UN Secretary General Ban Ki-moon, the country's United Nations ambassador said the film was a form of terrorism.

When asked by the BBC on Tuesday if their country was responsible for the Sony Pictures hack, a North Korean government spokesperson replied, ""Wait and see.""

And this may be just the beginning. ""We have much more interesting data,"" the hackers said in an email sent to media, including BuzzFeed News. ""If you find special interest, send an email.""

Matthew Zeitlin, Joe Bernstein, Anne Helen Petersen, and Peter Lauria also contributed reporting to this story.","media","2",0,0,0,0,0,0,1,0,"State_Sponsored"
"157","Indiana University","146,000","2014","Indiana University reports potential data exposure

BLOOMINGTON, Ind. -- Indiana University notified the Indiana attorney general’s office today of the potential exposure of personal data for some students and recent graduates. 

The data potentially at risk for disclosure includes names, addresses and Social Security numbers for approximately 146,000 students and recent graduates across seven IU campuses who attended the university from 2011 to 2014.

Unlike recent high-profile data breaches, however, no servers or systems were compromised. The information was not downloaded by an unauthorized individual looking for specific sensitive data, but rather was accessed by three automated computer data mining applications, called webcrawlers, used to improve Web search capabilities.

Immediately upon discovering the potential issue, IU secured the data, and the university has no evidence that the files have been viewed or used for inappropriate or illegal purposes. As a precaution, however, the university will begin notifying all affected students of the possible data exposure this week.

“IU takes the security of all its data, especially the personal information of its students, extremely seriously and apologizes for any concern this issue may cause among our students and their families,” said John Applegate, executive vice president for university academic affairs. “The university also is committed to assisting those whose information was potentially exposed.”

In addition to notifying those affected by the potential exposure, IU is taking the following steps to minimize the potential impact of this incident: 

The university will set up a call center to handle questions from anyone whose information was potentially placed at risk as a result of this situation. That center will be operational no later than 8 a.m. EST on Friday, Feb. 28, at 866-254-1484.
A website with information on how to monitor one’s credit accounts and with answers to other questions regarding the potential data exposure has been established at https://apps.usss.iu.edu/usss-data-exposure/faq.cfm. 
To assist with credit monitoring, IU will supply the Social Security numbers and names of those potentially affected to all three major credit-reporting agencies.
The university discovered late last week that the data had been stored in an insecure location for the past 11 months. The issue was discovered by a staff member of the university registrar’s office who accessed the files in question for internal use. The site was immediately locked down, and the information was moved to a secure location the following day. 

It was determined that a change in the security protections for the site that housed the information, made in March 2013, inadvertently allowed the site to be accessed without the necessary authentication. A subsequent review of access logs late last week determined that the data in question had been downloaded only by the three automated webcrawling programs. The files in question were safeguarded to mask the nature of the data contained in them.

“This is not a case of a targeted attempt to obtain data for illegal purposes, and we believe the chance of sensitive data falling into the wrong hands as a result of this situation is remote,” said James Kennedy, associate vice president for financial aid and university student services and systems. “At the same time, we have moved quickly to secure the data and are conducting a thorough investigation into our information handling process to ensure that this doesn’t happen again.”

","academic","2",0,0,0,0,0,0,0,1,"Poor_Security_Practices"
"158","Ebay","145,000,000","2014","Cyber Thieves Took Data On 145 Million eBay Customers By Hacking 3 Corporate Employees

BOSTON/SAN FRANCISCO (Reuters) - EBay Inc initially believed that its customers' data was safe as forensic investigators reviewed a network security breach discovered in early May and made public this week, a senior executive told Reuters on Friday.
EBay has come under fire over its handling of the cyberattack, in which hackers accessed personal data of all 145 million users, ranking it among the biggest such attacks launched on a corporation to date.

""For a very long period of time we did not believe that there was any eBay customer data compromised,"" global marketplaces chief Devin Wenig said, in the first comments by a top eBay executive since the e-commerce company disclosed the breach on Wednesday.

EBay moved ""swiftly to disclose"" the breach after it realized customer data was involved, he said.

Wenig would not say when the company first realized that the cyberattackers accessed customer data, nor how long it took to prepare Wednesday's announcement.

He said hackers got in using the credentials of three corporate employees, eventually making their way to the user database.

Hackers accessed email addresses and encrypted passwords belonging to all eBay users. ""Millions"" of users have since reset their passwords and the company had begun notifying users, though it would take some time to complete that task, Wenig said.

""You would imagine that anyone who has ever touched eBay is a large number,"" he said. ""So we're going to send all of them an email, but sending that number all at once is not operationally possible.""

At least three U.S. states are investigating the company's security practices. Customers have complained on social media about delayed notification emails. And New York's attorney general called on eBay to provide free credit monitoring services to users.

But the Internet retail giant has no plans to compensate customers or offer free credit monitoring for now because it had detected no financial fraud, Wenig said.

Wenig declined comment when asked if he thought eBay had good security prior to the breach. He said the company would now bolster its security systems, and has mobilized senior executives in a subsequent investigation of the attack.

""We want to make sure it doesn’t happen again so we’re going to continue to look our procedures, harden our operational environment and add levels of security where it’s appropriate.""

The breach marked the latest headache for eBay this year. In January, it crossed swords publicly with activist investor Carl Icahn, who mounted a campaign to get it to spin out PayPal. Then in April, the e-commerce company disappointed investors with a weak second-quarter outlook, pressuring its shares.

AVOIDING BACK DOORS
Buying and selling activity on eBay remained ""fairly normal"" though eBay is still working out the cost of the breach, which included hiring a number of security firms. Wenig, who was previously a senior executive at Thomson Reuters Corp, declined to comment on whether the cost could be material to eBay's results.

Wenig's revelation that the company initially believed that no customer data had been compromised might take some of the heat off eBay's executive team.

Cyber forensics experts said it's not uncommon for large companies to take weeks to grasp the full impact of an attack, because hackers are often able to steal data without leaving obvious clues.

""In some cases you go in and find the smoking gun immediately. Other times, it takes a few days or even a few weeks,"" said Kevin Johnson, a cyber-forensics expert who was not involved in the eBay investigation but has worked for other Fortune 500 companies.

Daniel Clemens, a forensics expert and CEO of Packet Ninjas, said investigators often ask companies to hold off on disclosure until they believe they understand the full extent of an attack. Otherwise, they risk tipping off attackers who might cover their tracks or leave ""back doors"" so they can return after the investigators complete their probe.

On Wednesday, the e-commerce company announced that hackers raided its network between late February and early March. The company said financial information was not compromised and its payments unit PayPal was not affected.

When eBay first discovered the network breach in early May, the senior team was immediately involved and held multiple daily calls on the issue. EBay staff have been working around the clock since Wednesday.

Wenig said he could not provide much more detail about what happened in the attack beyond the scant information given out so far. He declined to provide further specifics, citing ongoing investigations by the Federal Bureau of Investigation and several forensics firms including FireEye Inc's Mandiant division. ","tech","1",0,0,0,0,0,1,0,0,"Not_Enough_Info"
"159","UPS","4,000,000","2014","UPS: We've Been Hacked
The United Parcel Service announced Wednesday that customers’ credit and debit card information at 51 franchises in 24 states may have been compromised. There are 4,470 franchised center locations throughout the U.S., according to UPS.

The malware began to infiltrate the system as early as January 20, but the majority of the attacks began after March 26. UPS says the threat was eliminated as of August 11 and that customers can shop safely at all locations.

“The customer information that may have been exposed includes names, postal addresses, email addresses and payment card information,” wrote the company in a public statement. “Not all of this information may have been exposed for each customer. Based on the current assessment, The UPS Store has no evidence of fraud arising from this incident. The UPS Store is providing an information website, identity protection and credit monitoring services to customers whose information may have been compromised.”

A list of impacted franchises can be found here.

","retail","3",1,0,0,0,0,0,0,0,"Malware"
"160","European Central Bank","4,000,000","2014","Update: Blackmailer hacks ECB website, steals email addresses and contact details
The European Central Bank (ECB) has had its website hacked, with sensitive personal information including email addresses and contact data stolen.

The ECB received an anonymous call on Monday night requesting money in return for the stolen data. The bank didn't say how much the blackmailer asked for, but did say that it refused to pay anything. 

According to the bank's website, the theft was from a database ""separate from any internal system"" and no market-sensitive data was stolen.


The database serves parts of the ECB website that gather registrations for events such as ECB conferences and visits. It is physically separate from any internal ECB systems.

A statement on the website said:

The theft came to light after an anonymous email was sent to the ECB seeking financial compensation for the data. While most of the data were encrypted, parts of the database included email addresses, some street addresses and phone numbers that were not encrypted. The database also contains data on downloads from the ECB website in encrypted form.

The ECB is contacting people whose email addresses or other data might have been compromised and all passwords have been changed on the system as a precaution.

The ECB takes data security extremely seriously. German police have been informed of the theft and an investigation has started.

ECB data security experts have addressed the vulnerability.

","financial","1",0,0,0,1,0,0,0,0,"Web_Based_Attack"
"161","JP Morgan Chase","76,000,000","2014","JPMorgan Chase Hacking Affects 76 Million Households

A cyberattack this summer on JPMorgan Chase compromised the accounts of 76 million households and seven million small businesses, a tally that dwarfs previous estimates by the bank and puts the intrusion among the largest ever.

The details of the breach — disclosed in a securities filing on Thursday — emerge at a time when consumer confidence in the digital operations of corporate America has already been shaken. Target, Home Depot and a number of other retailers have sustained major data breaches. Last year, the information of 40 million cardholders and 70 million others were compromised at Target, while an attack at Home Depot in September affected 56 million cards.

But unlike retailers, JPMorgan, as the largest bank in the nation, has financial information in its computer systems that goes beyond customers’ credit card details and potentially includes more sensitive data.

“We’ve migrated so much of our economy to computer networks because they are faster and more efficient, but there are side effects,” said Dan Kaminsky, a researcher who works as chief scientist at White Ops, a security company.

Until just a few weeks ago, executives at JPMorgan said they believed that only one million accounts were affected, according to several people with knowledge of the attacks.

As the severity of the intrusion — which began in June but was not discovered until July — became more clear in recent days, bank executives scrambled for the second time in three months to contain the fallout and to reassure skittish customers that no money had been taken and that their financial information remained secure.

The hackers appeared to have obtained a list of the applications and programs that run on JPMorgan’s computers — a road map of sorts — which they could crosscheck with known vulnerabilities in each program and web application, in search of an entry point back into the bank’s systems, according to several people with knowledge of the results of the bank’s forensics investigation, all of whom spoke on the condition of anonymity.

Operating overseas, the hackers gained access to the names, addresses, phone numbers and emails of JPMorgan account holders. In its regulatory filing on Thursday, JPMorgan said that there was no evidence that account information, including passwords or Social Security numbers, had been taken. The bank also noted that there was no evidence of fraud involving the use of customer information.

Still, until the JPMorgan breach surfaced in July, banks were viewed as relatively safe from online assaults because of their investment in defenses and trained security staff. Most previous breaches at banks have involved stealing personal identification numbers for A.T.M. accounts, not burrowing deep into the internal workings of a bank’s computer systems.

Even if no customer financial information was taken, the apparent breadth and depth of the JPMorgan attack shows how vulnerable Wall Street institutions are to cybercrime. In 2011, hackers broke into the systems of the Nasdaq stock market, but did not penetrate the part of the system that handles trades.

Photo
Jamie Dimon, chief executive of JPMorgan Chase, says that the digital threat is on the rise.
Jamie Dimon, chief executive of JPMorgan Chase, says that the digital threat is on the rise.Credit Richard Drew/Associated Press
Jamie Dimon, JPMorgan’s chairman and chief executive, has acknowledged the growing digital threat. In his annual letter to shareholders, Mr. Dimon said, “We’re making good progress on these and other efforts, but cyberattacks are growing every day in strength and velocity across the globe.”

Even though the bank has fortified its defenses against the attacks, Mr. Dimon wrote, the battle is “continual and likely never-ending.”

On Thursday, some lawmakers weighed in. Edward J. Markey, Democrat of Massachusetts and a member of the Senate Commerce Committee, said “the data breach at JPMorgan Chase is yet another example of how Americans’ most sensitive personal information is in danger.”

Hackers drilled deep into the bank’s vast computer systems, reaching more than 90 servers, the people with knowledge of the investigation said. As they analyze the contours of the breach, investigators in law enforcement remain puzzled, partly because there is no evidence that the attackers looted any money from customer accounts.

That lack of any apparent profit motive has generated speculation among the law enforcement officials and security experts that the hackers, which some thought to be from Russia and may have been sponsored by elements of the Russian government, the people with knowledge of the investigation said.

By the time the bank’s security team discovered the breach in late July, hackers had already obtained the highest level of administrative privilege to dozens of the bank’s computer servers, according to the people with knowledge of the investigation. It is still unclear how hackers managed to gain such deep access.

The people with knowledge of the investigation said it would take months for the bank to swap out its programs and applications and renegotiate licensing deals with its technology suppliers, possibly giving the hackers time to mine the bank’s systems for unpatched, or undiscovered, vulnerabilities that would allow them re-entry into JPMorgan’s systems.

Beyond its disclosures, JPMorgan did not comment on what its investigation had found. Kristin Lemkau, a JPMorgan spokeswoman, said that describing the bank’s breach as among the largest was “comparing apples and oranges.”

Preparing for the disclosure on Thursday, JPMorgan retained the law firm WilmerHale to help with its regulatory filing with the Securities and Exchange Commission, people with knowledge of the matter said. Earlier on Thursday, some executives — Barry Sommers, the chief executive of Chase’s consumer bank — flew back to New York from Naples, Fla., where they had convened for a leadership conference, these people said.

The initial discovery of the hack sent chills down Wall Street and prompted an investigation by the Federal Bureau of Investigation. The bank was also forced to update its regulators, including the Federal Reserve, on the extent of the breach.

Faced with the rising threat of online crime, JPMorgan has said it plans to spend $250 million on digital security annually, but had been losing many of its security staff to other banks over the last year, with others expected to leave soon.","financial","3",0,0,0,1,0,0,0,0,"Web_Based_Attack"
